brand,year,engine_size,fuel_type,transmission,mileage,condition,price,model
Toyota,2006,2.5,Diesel,Manual,283568,New,67682.27,Camry
Tesla,2020,5.7,Diesel,Automatic,98035,Used,73514.49,Model Y
Tesla,2009,1.6,Hybrid,Automatic,48791,Used,19312.68,Model X
Toyota,2005,5.7,Petrol,Automatic,199867,New,88900.74,RAV4
Audi,2013,4.4,Hybrid,Manual,274444,New,20868.82,Q5
BMW,2003,3.7,Petrol,Manual,33370,Used,26164.57,X5
BMW,2012,1.2,Petrol,Manual,200903,Like New,17165.24,3 Series
Mercedes,2019,3.4,Electric,Automatic,27209,New,46834.12,GLC
BMW,2016,3.0,Diesel,Manual,283071,New,89332.38,5 Series
Tesla,2022,1.8,Diesel,Manual,34579,New,28982.51,Model 3
Ford,2006,4.3,Diesel,Manual,271176,Used,40506.57,Mustang
Audi,2003,5.9,Petrol,Manual,93254,New,85376.31,A3
BMW,2013,3.8,Diesel,Manual,113528,New,63692.45,3 Series
Mercedes,2002,4.6,Electric,Manual,223274,New,76403.56,GLA
Tesla,2023,1.3,Petrol,Automatic,238292,New,25330.0,Model X
Ford,2004,3.1,Petrol,Automatic,181026,New,73066.54,Focus
Honda,2015,1.6,Petrol,Manual,248342,Like New,26623.0,CR-V
Honda,2022,4.1,Petrol,Automatic,219437,Like New,98794.83,CR-V
Ford,2019,5.7,Electric,Automatic,278076,New,58189.18,Fiesta
Tesla,2003,4.3,Diesel,Manual,287858,New,71085.73,Model 3
Mercedes,2023,1.4,Electric,Manual,57803,New,16248.15,E-Class
Ford,2023,2.8,Diesel,Automatic,133624,New,28812.32,Mustang
Audi,2001,3.8,Electric,Manual,56627,Used,18275.36,A3
Audi,2017,3.0,Hybrid,Automatic,177059,Used,42066.22,Q5
Honda,2018,5.2,Hybrid,Automatic,45380,Used,31992.91,Fit
BMW,2018,5.1,Hybrid,Automatic,160322,Like New,74627.61,5 Series
Mercedes,2016,4.1,Hybrid,Manual,199416,New,15327.35,E-Class
Honda,2013,2.9,Petrol,Automatic,146367,Used,76445.64,Fit
BMW,2018,2.3,Petrol,Manual,272667,New,9341.96,X3
BMW,2021,1.5,Electric,Manual,259125,New,24191.69,X3
Audi,2023,2.8,Electric,Manual,13769,Like New,80236.67,A4
Tesla,2012,3.1,Hybrid,Manual,112035,Like New,75563.78,Model X
Toyota,2011,4.4,Diesel,Manual,175717,Used,50250.98,Camry
Tesla,2005,4.3,Hybrid,Automatic,221815,Used,9748.36,Model Y
Toyota,2020,1.4,Electric,Manual,231832,Like New,62939.91,Camry
Ford,2003,3.0,Hybrid,Manual,156629,Like New,43638.79,Focus
Audi,2018,1.9,Electric,Manual,234799,New,35070.17,Q7
BMW,2015,1.8,Hybrid,Manual,168157,New,65839.01,5 Series
Mercedes,2012,5.1,Diesel,Manual,144542,Used,46478.38,GLA
Toyota,2003,1.2,Hybrid,Automatic,118643,Used,13780.0,Corolla
Tesla,2022,3.1,Diesel,Manual,210154,Like New,92015.29,Model S
BMW,2016,1.8,Diesel,Manual,137877,Used,78956.84,3 Series
Toyota,2022,5.4,Electric,Automatic,213396,New,10355.93,Prius
Toyota,2000,3.8,Diesel,Manual,225956,Like New,54881.07,Prius
Toyota,2017,2.2,Petrol,Automatic,181844,New,12920.87,Corolla
Mercedes,2019,3.5,Petrol,Automatic,101422,Like New,84542.54,GLA
Audi,2016,4.7,Petrol,Automatic,268774,Like New,63236.33,Q7
Mercedes,2014,5.8,Electric,Automatic,277845,New,21382.67,C-Class
Honda,2010,2.1,Petrol,Manual,145931,Used,6970.43,CR-V
BMW,2021,5.4,Electric,Manual,117556,Used,8000.2,5 Series
Audi,2012,5.7,Electric,Automatic,228495,Used,53199.72,Q7
Audi,2000,5.6,Petrol,Automatic,254809,Used,74765.48,Q7
Audi,2016,4.2,Diesel,Manual,205384,New,16479.84,Q7
Tesla,2005,4.1,Hybrid,Automatic,15021,Like New,26021.99,Model S
Audi,2003,3.0,Electric,Automatic,200935,New,36089.69,Q5
Mercedes,2019,4.8,Petrol,Automatic,204222,Used,25717.29,GLA
Audi,2015,3.7,Electric,Manual,64361,Used,42176.97,Q7
Ford,2014,4.4,Diesel,Automatic,272499,New,58163.43,Explorer
BMW,2014,3.1,Diesel,Manual,98841,Like New,70068.99,5 Series
Audi,2005,4.7,Petrol,Manual,180076,New,96558.64,A3
BMW,2014,5.1,Electric,Manual,246300,New,93430.15,5 Series
Ford,2013,1.7,Hybrid,Automatic,160786,New,59162.06,Explorer
Ford,2010,5.2,Hybrid,Automatic,17198,Like New,74744.26,Explorer
BMW,2006,3.7,Electric,Manual,258466,New,95332.86,X3
Toyota,2008,5.2,Electric,Manual,18740,New,12929.83,Corolla
Honda,2015,3.2,Electric,Manual,265954,Used,5535.3,Civic
Tesla,2004,2.9,Petrol,Automatic,258308,New,7830.98,Model Y
Toyota,2019,5.6,Diesel,Automatic,99855,Used,58518.19,Corolla
Toyota,2009,2.3,Hybrid,Manual,210192,Used,77469.18,RAV4
Mercedes,2017,5.2,Petrol,Manual,288927,Used,39872.12,E-Class
Tesla,2002,3.4,Electric,Automatic,121701,Like New,56797.72,Model Y
Tesla,2012,3.6,Electric,Manual,271615,Used,54054.8,Model Y
Toyota,2010,2.5,Diesel,Automatic,110771,New,14003.23,Corolla
Audi,2016,3.9,Electric,Automatic,6163,New,35550.89,A4
Mercedes,2021,2.6,Petrol,Manual,16065,Used,6846.34,GLA
Mercedes,2012,1.2,Petrol,Manual,241262,Used,15517.04,C-Class
Ford,2005,2.4,Diesel,Automatic,248924,New,82126.53,Fiesta
Tesla,2016,1.0,Petrol,Automatic,179420,Used,83794.28,Model 3
Toyota,2012,5.9,Hybrid,Automatic,281298,Like New,81184.9,Camry
Ford,2018,5.8,Petrol,Automatic,20229,Used,74047.77,Focus
BMW,2020,3.0,Petrol,Automatic,250470,Like New,80364.72,X5
Honda,2018,4.6,Petrol,Manual,158069,Like New,68743.32,Civic
Mercedes,2009,2.7,Hybrid,Automatic,21101,Like New,68634.17,GLC
BMW,2002,4.4,Electric,Automatic,40391,Used,68399.37,3 Series
BMW,2013,5.0,Petrol,Automatic,206935,Like New,53834.07,3 Series
Audi,2018,5.7,Diesel,Manual,72723,Like New,39517.99,Q7
Honda,2004,3.0,Hybrid,Manual,226293,Used,74368.55,Civic
BMW,2004,4.9,Diesel,Automatic,190477,Like New,33371.37,5 Series
BMW,2019,2.3,Petrol,Automatic,166020,Used,56575.7,X5
Honda,2016,6.0,Diesel,Manual,290604,New,46168.78,Accord
Honda,2020,1.1,Petrol,Manual,197190,Like New,31279.12,CR-V
BMW,2009,4.0,Hybrid,Manual,179354,Used,97595.54,3 Series
Honda,2004,4.3,Diesel,Manual,91725,New,29581.41,Accord
BMW,2003,4.4,Diesel,Automatic,212139,Like New,34382.84,3 Series
BMW,2005,1.6,Petrol,Manual,85779,Like New,20350.81,3 Series
Audi,2003,5.7,Petrol,Automatic,3060,Used,83183.16,A4
Toyota,2006,1.9,Electric,Automatic,125806,New,60725.99,RAV4
BMW,2006,4.1,Petrol,Manual,275875,Used,63238.73,3 Series
Ford,2017,2.1,Petrol,Manual,115871,Like New,82953.33,Explorer
Mercedes,2002,2.5,Electric,Manual,20719,Like New,37577.37,GLC
Tesla,2000,3.7,Petrol,Manual,49116,Like New,23395.18,Model 3
Toyota,2023,3.1,Petrol,Automatic,26325,Like New,23848.51,RAV4
Toyota,2003,1.8,Electric,Automatic,14551,New,74598.88,RAV4
Toyota,2005,1.9,Hybrid,Automatic,286422,New,63340.94,Prius
Audi,2008,3.1,Hybrid,Manual,15141,Used,24602.19,Q7
BMW,2021,4.8,Petrol,Automatic,295759,Used,18781.21,X3
Audi,2013,5.5,Petrol,Manual,122058,Used,16465.29,A4
BMW,2011,1.4,Electric,Automatic,193823,Like New,64640.87,X3
Audi,2019,3.0,Electric,Manual,112684,Used,5011.27,A4
Audi,2023,1.5,Hybrid,Automatic,289596,New,6740.34,A3
Mercedes,2003,1.1,Diesel,Automatic,50391,Used,42007.55,C-Class
Ford,2020,4.3,Petrol,Manual,120288,Used,70678.24,Explorer
Audi,2023,4.0,Diesel,Automatic,206132,New,71028.74,A3
Mercedes,2011,1.8,Diesel,Automatic,113535,New,45861.24,GLC
Honda,2009,2.2,Electric,Manual,142770,Like New,70651.99,CR-V
Ford,2021,1.1,Petrol,Manual,239947,New,54504.14,Mustang
Audi,2006,5.2,Petrol,Manual,86711,New,97808.48,Q5
Tesla,2002,5.9,Electric,Manual,264509,Used,20433.72,Model Y
Toyota,2022,1.7,Diesel,Manual,228625,New,62063.39,Prius
Honda,2013,2.2,Electric,Automatic,43372,Like New,51667.68,Civic
Honda,2023,5.3,Hybrid,Manual,44134,Used,23474.3,CR-V
Mercedes,2009,5.6,Petrol,Automatic,299967,Like New,76249.09,GLA
Honda,2015,3.1,Hybrid,Automatic,71158,New,31173.26,Accord
Ford,2015,1.3,Electric,Manual,237159,Like New,41262.43,Fiesta
Audi,2021,1.2,Petrol,Automatic,133021,Like New,40608.9,A3
Audi,2009,3.9,Hybrid,Automatic,49396,New,28199.42,Q7
Tesla,2012,3.0,Hybrid,Manual,31912,New,45917.01,Model S
Toyota,2005,1.1,Diesel,Automatic,56947,Used,49967.86,Prius
Mercedes,2011,3.9,Petrol,Manual,44387,Used,75701.06,E-Class
Toyota,2008,1.1,Hybrid,Manual,278652,Used,77681.51,Camry
Honda,2012,4.9,Hybrid,Manual,109249,New,20062.82,Civic
Tesla,2003,2.5,Diesel,Automatic,1919,Like New,61313.37,Model 3
Toyota,2023,1.2,Hybrid,Automatic,140689,Like New,90138.79,Corolla
Ford,2010,3.9,Hybrid,Automatic,33298,Used,15334.73,Mustang
Audi,2019,3.0,Hybrid,Automatic,237225,Used,49926.83,A3
Honda,2017,5.9,Diesel,Manual,233725,New,76283.55,Fit
Tesla,2010,3.7,Hybrid,Automatic,276600,Like New,63091.68,Model X
Toyota,2020,2.4,Hybrid,Manual,109599,Used,14555.64,Camry
Mercedes,2003,4.5,Petrol,Automatic,83721,New,42677.58,GLC
Ford,2017,2.4,Petrol,Automatic,286384,Used,53187.75,Explorer
Ford,2000,5.5,Diesel,Automatic,271372,New,99605.33,Focus
Toyota,2006,2.9,Electric,Automatic,283830,Like New,21967.75,Camry
Audi,2005,3.7,Petrol,Automatic,11920,New,98330.26,Q7
Toyota,2014,1.3,Diesel,Manual,7432,Used,40734.23,Camry
Honda,2017,3.1,Hybrid,Automatic,110507,Used,24030.45,Civic
Toyota,2023,5.2,Hybrid,Automatic,224647,Like New,44340.36,Corolla
Ford,2010,5.0,Diesel,Automatic,164982,Like New,63329.54,Focus
Tesla,2019,2.1,Hybrid,Automatic,121764,Used,25282.25,Model X
Toyota,2023,2.1,Hybrid,Manual,161298,Used,32686.71,RAV4
Audi,2014,5.1,Electric,Automatic,204222,Used,86181.92,Q7
Tesla,2015,5.7,Hybrid,Manual,112557,Like New,99905.9,Model S
Mercedes,2006,1.5,Petrol,Automatic,18013,Used,35226.41,C-Class
BMW,2020,3.3,Hybrid,Manual,21446,Like New,19141.4,3 Series
Toyota,2009,2.7,Diesel,Manual,201447,Used,80351.23,Corolla
Audi,2011,5.4,Electric,Manual,102261,New,62043.29,Q5
Tesla,2023,1.4,Hybrid,Manual,262701,New,14538.11,Model X
Audi,2013,2.1,Diesel,Manual,168461,Used,94943.29,Q7
Mercedes,2004,4.8,Petrol,Automatic,178772,New,12414.71,GLC
Ford,2020,1.3,Hybrid,Manual,130878,Like New,64408.86,Explorer
Audi,2017,3.5,Electric,Automatic,99143,New,45274.04,A3
Tesla,2004,3.2,Hybrid,Manual,24578,New,57879.27,Model 3
Audi,2002,2.7,Diesel,Manual,74779,Like New,25255.35,A4
Audi,2022,3.0,Electric,Automatic,140668,New,70370.49,A3
Audi,2004,3.6,Hybrid,Manual,72534,New,96173.37,Q7
Honda,2023,1.8,Petrol,Manual,272273,Used,48550.46,CR-V
Honda,2016,3.9,Electric,Manual,197118,Like New,54681.04,CR-V
Ford,2018,5.0,Petrol,Manual,273740,Like New,27782.11,Fiesta
Toyota,2018,4.8,Diesel,Automatic,65355,Used,89727.46,RAV4
Audi,2020,1.8,Hybrid,Manual,12974,Used,97261.57,Q5
Mercedes,2011,1.7,Petrol,Manual,197745,New,79698.2,C-Class
Toyota,2008,2.3,Diesel,Automatic,251366,New,56563.48,RAV4
Mercedes,2000,2.8,Hybrid,Automatic,74442,New,95895.7,GLA
Toyota,2017,3.0,Diesel,Manual,152890,Used,19615.76,Prius
Ford,2020,4.4,Petrol,Manual,55598,Like New,50456.63,Focus
Audi,2003,1.3,Diesel,Automatic,133726,New,56072.54,A4
Audi,2009,1.2,Electric,Manual,33758,Used,51732.06,Q7
BMW,2006,3.0,Hybrid,Automatic,286348,Like New,81229.74,5 Series
Mercedes,2021,4.5,Diesel,Manual,127309,Used,68688.27,C-Class
Toyota,2022,2.0,Petrol,Automatic,166000,New,17032.55,RAV4
Toyota,2000,4.2,Hybrid,Automatic,184681,Used,37912.87,Camry
Honda,2016,2.3,Electric,Automatic,30552,Used,37212.3,Civic
BMW,2023,5.4,Hybrid,Manual,147278,Used,58735.06,X3
Tesla,2001,5.5,Electric,Manual,34831,Used,32688.55,Model Y
Tesla,2010,2.5,Hybrid,Manual,43563,Like New,16140.82,Model Y
Honda,2008,2.1,Diesel,Manual,18361,New,67099.85,Civic
Honda,2006,3.1,Diesel,Automatic,74469,Like New,85848.51,CR-V
Honda,2021,2.2,Petrol,Automatic,25816,Used,93502.77,Fit
Mercedes,2016,4.4,Electric,Automatic,257422,Used,97394.95,E-Class
Mercedes,2016,5.1,Petrol,Manual,146691,New,79206.1,GLC
Ford,2001,4.4,Diesel,Manual,234295,New,18271.73,Focus
Ford,2005,5.1,Electric,Manual,92479,Like New,86045.62,Explorer
Honda,2013,3.0,Petrol,Automatic,26819,Like New,42996.21,CR-V
BMW,2005,1.8,Petrol,Manual,8798,New,74341.57,5 Series
Toyota,2001,4.7,Petrol,Manual,156215,Like New,55470.46,RAV4
Mercedes,2000,2.8,Petrol,Automatic,243942,Used,83717.58,GLC
BMW,2009,4.4,Petrol,Automatic,230259,Used,45423.04,5 Series
Audi,2020,2.4,Electric,Manual,129544,New,10870.41,Q5
Mercedes,2004,1.4,Petrol,Automatic,152254,Like New,57898.25,GLA
Mercedes,2001,6.0,Electric,Manual,253800,Used,21272.6,C-Class
Ford,2021,1.8,Petrol,Automatic,9415,New,96724.18,Focus
Toyota,2015,5.9,Diesel,Automatic,87638,Like New,55061.49,Camry
Toyota,2001,5.9,Diesel,Automatic,18452,Used,57588.09,RAV4
Tesla,2009,5.0,Petrol,Manual,195457,Like New,91190.24,Model Y
Tesla,2001,4.3,Hybrid,Manual,110205,Like New,64335.6,Model Y
Tesla,2015,3.9,Diesel,Manual,18170,Like New,33759.29,Model 3
Tesla,2015,5.3,Electric,Automatic,16259,New,33128.99,Model Y
Audi,2018,2.4,Petrol,Automatic,284243,Used,52649.97,Q5
Audi,2006,3.3,Electric,Automatic,140721,New,87327.78,A4
Mercedes,2021,4.1,Hybrid,Automatic,129394,Used,80499.29,GLA
Honda,2011,3.1,Petrol,Manual,172109,Used,96460.36,Fit
Ford,2023,3.1,Diesel,Manual,273949,New,11829.18,Focus
Ford,2014,2.7,Electric,Manual,254599,New,30490.98,Focus
Tesla,2007,3.8,Diesel,Automatic,43147,Used,12619.73,Model S
Mercedes,2005,5.3,Diesel,Automatic,74280,Used,76352.52,C-Class
BMW,2009,2.0,Petrol,Manual,177125,Used,18379.2,X3
Honda,2002,5.7,Electric,Automatic,97841,Like New,14489.2,Fit
Mercedes,2018,4.4,Hybrid,Manual,124726,Used,58358.86,E-Class
Honda,2016,5.1,Diesel,Automatic,76215,New,44091.05,Fit
Honda,2006,3.8,Petrol,Automatic,112909,New,72934.63,Fit
Honda,2020,4.9,Petrol,Manual,273129,New,51266.46,Fit
Mercedes,2019,1.1,Hybrid,Manual,274535,Used,45406.79,C-Class
Tesla,2003,5.1,Petrol,Automatic,4861,Used,45422.54,Model S
Ford,2013,1.2,Diesel,Manual,261968,Like New,87828.26,Explorer
Ford,2019,5.4,Petrol,Manual,183000,Like New,42546.44,Fiesta
Tesla,2021,6.0,Electric,Automatic,296508,New,36672.73,Model X
Honda,2014,2.5,Electric,Automatic,249072,Like New,37160.83,CR-V
BMW,2023,2.1,Diesel,Automatic,224402,Like New,23677.08,5 Series
Toyota,2007,4.8,Electric,Manual,42923,New,86765.44,RAV4
Mercedes,2020,2.3,Hybrid,Automatic,186968,Used,18929.93,E-Class
Toyota,2014,5.3,Petrol,Automatic,165912,Like New,91318.02,Corolla
Tesla,2021,1.5,Diesel,Automatic,173327,Used,31929.43,Model Y
BMW,2019,1.6,Hybrid,Automatic,128165,New,90445.55,X3
Mercedes,2013,5.9,Petrol,Automatic,230314,New,80127.96,GLA
Tesla,2008,4.4,Hybrid,Manual,295673,Like New,60288.81,Model S
Honda,2007,5.2,Diesel,Automatic,144013,New,68599.65,Accord
Ford,2016,2.6,Diesel,Automatic,1669,New,35955.19,Fiesta
Toyota,2001,4.4,Hybrid,Manual,216854,New,59551.72,RAV4
Audi,2023,4.0,Petrol,Automatic,55786,Like New,32778.28,A4
Audi,2002,4.0,Electric,Automatic,182155,Like New,43215.92,Q7
BMW,2007,4.4,Electric,Manual,20323,Like New,77642.94,X5
Honda,2011,3.9,Hybrid,Automatic,230502,New,28173.59,CR-V
Toyota,2000,3.1,Diesel,Manual,257249,Used,84690.37,Prius
Honda,2009,2.4,Petrol,Automatic,6021,New,40708.87,CR-V
Toyota,2019,4.8,Petrol,Manual,113415,Like New,55556.15,Corolla
BMW,2002,2.1,Diesel,Manual,270855,Used,94486.25,X3
BMW,2005,4.5,Electric,Automatic,7904,Used,69719.28,3 Series
Audi,2006,2.2,Petrol,Manual,64033,Like New,66332.39,A4
Honda,2019,4.1,Hybrid,Manual,231659,Used,72602.73,Fit
Mercedes,2022,4.7,Electric,Automatic,120035,Used,92220.58,GLC
Audi,2017,2.1,Hybrid,Automatic,220859,Like New,28608.8,A3
Honda,2010,1.3,Electric,Manual,186168,Used,63257.91,Civic
Audi,2018,1.7,Diesel,Automatic,221666,Used,43037.42,A3
Mercedes,2004,4.0,Hybrid,Manual,231853,Like New,6126.25,GLA
Ford,2018,5.2,Hybrid,Manual,265237,Used,16903.59,Explorer
Ford,2010,1.2,Diesel,Automatic,287062,Used,35874.23,Fiesta
Ford,2023,4.7,Hybrid,Automatic,193708,Used,58675.0,Fiesta
Ford,2011,2.7,Electric,Manual,189878,Used,88740.1,Fiesta
Tesla,2009,3.4,Petrol,Automatic,140466,Like New,80155.84,Model Y
Toyota,2007,5.6,Petrol,Automatic,124501,New,57566.7,RAV4
Tesla,2023,2.7,Diesel,Manual,260228,New,12017.69,Model S
Tesla,2008,3.3,Electric,Manual,92510,Used,32161.1,Model X
Tesla,2003,1.1,Hybrid,Manual,93708,Like New,39837.32,Model Y
Ford,2004,1.4,Hybrid,Manual,97819,Like New,64063.13,Fiesta
Mercedes,2020,2.3,Petrol,Manual,235603,Used,11167.74,GLC
BMW,2007,1.1,Hybrid,Manual,36303,New,55368.39,5 Series
BMW,2022,4.2,Petrol,Automatic,27453,Used,90639.13,3 Series
Toyota,2008,3.1,Diesel,Manual,199521,Like New,72016.11,Corolla
Ford,2014,3.7,Hybrid,Automatic,156837,Like New,80722.3,Explorer
Ford,2014,1.9,Electric,Automatic,222787,New,69759.19,Fiesta
Ford,2015,2.5,Hybrid,Manual,38057,Like New,24625.97,Fiesta
Audi,2013,4.3,Petrol,Automatic,189060,Like New,15495.96,A4
Honda,2007,5.8,Diesel,Manual,94655,Like New,83801.61,Accord
Audi,2017,1.3,Petrol,Automatic,277169,New,71072.92,A4
Honda,2009,5.5,Hybrid,Manual,269289,Like New,59630.85,Accord
Ford,2019,3.9,Petrol,Manual,101206,Used,22981.87,Focus
Ford,2005,3.8,Petrol,Manual,186869,New,62317.77,Explorer
Audi,2011,3.5,Diesel,Manual,73230,Used,7975.57,Q7
Audi,2001,1.3,Electric,Automatic,155002,Used,16289.72,Q5
Honda,2006,1.4,Hybrid,Automatic,108138,New,34629.56,Accord
BMW,2015,4.0,Diesel,Automatic,207097,Used,47155.14,X3
Honda,2002,2.7,Electric,Automatic,212376,New,16453.63,Civic
Audi,2012,5.6,Petrol,Automatic,62040,Used,16394.32,A4
Mercedes,2002,3.0,Electric,Manual,108668,New,73959.9,E-Class
Audi,2017,1.7,Petrol,Manual,198768,Like New,59123.34,A4
Mercedes,2010,4.6,Petrol,Manual,56815,Like New,55705.49,E-Class
Toyota,2007,2.5,Diesel,Manual,216741,Used,47981.28,Corolla
Audi,2005,3.6,Petrol,Manual,112789,Like New,97771.6,A3
Toyota,2000,4.5,Diesel,Automatic,219478,New,9731.03,Prius
BMW,2000,5.5,Electric,Manual,167644,Used,22159.58,X5
Honda,2022,5.0,Electric,Manual,185102,Like New,66513.24,Accord
Mercedes,2007,4.4,Petrol,Automatic,244533,Like New,17954.74,E-Class
Honda,2004,4.4,Diesel,Automatic,237469,Used,60991.19,Fit
Toyota,2015,5.7,Petrol,Manual,233308,Like New,58937.32,Camry
Mercedes,2010,2.5,Diesel,Manual,160275,Like New,97245.49,C-Class
Honda,2004,1.0,Diesel,Automatic,77088,Used,88921.72,CR-V
Audi,2003,2.4,Diesel,Manual,5608,Like New,94827.57,Q7
Ford,2005,2.1,Electric,Manual,45667,Like New,15792.23,Explorer
Toyota,2013,4.3,Diesel,Manual,55547,Like New,87474.1,RAV4
Honda,2021,4.2,Electric,Automatic,234907,Like New,17263.61,CR-V
Toyota,2018,4.0,Diesel,Manual,57560,Used,65128.56,Prius
Tesla,2008,1.1,Electric,Manual,214601,New,73407.43,Model X
Toyota,2011,4.6,Hybrid,Automatic,159487,New,20281.08,RAV4
Mercedes,2010,2.6,Electric,Automatic,184286,Like New,65102.64,C-Class
Tesla,2013,4.3,Electric,Automatic,280141,Like New,9983.75,Model Y
Mercedes,2022,3.8,Petrol,Manual,121266,New,32860.28,GLC
Ford,2015,2.7,Diesel,Automatic,3679,Like New,92510.06,Explorer
Tesla,2000,1.7,Hybrid,Manual,40308,New,21314.46,Model S
Audi,2012,1.5,Petrol,Automatic,206096,Used,11200.65,Q7
Toyota,2022,5.2,Diesel,Manual,170914,Used,47149.43,RAV4
Honda,2020,5.6,Hybrid,Automatic,5695,Used,85808.73,Civic
BMW,2020,4.2,Hybrid,Manual,226812,Used,12283.88,X3
Toyota,2012,1.5,Hybrid,Manual,58499,Used,38775.86,Camry
Toyota,2001,3.0,Diesel,Automatic,23382,Used,90478.61,Corolla
Ford,2003,4.6,Hybrid,Automatic,276379,New,16224.78,Fiesta
Audi,2005,4.9,Hybrid,Manual,193295,Like New,34513.51,A4
BMW,2022,1.6,Petrol,Automatic,133438,New,78949.96,3 Series
Tesla,2004,1.0,Electric,Manual,158539,Used,56605.04,Model 3
Tesla,2002,4.6,Diesel,Automatic,6764,Like New,84071.65,Model Y
Tesla,2000,2.8,Electric,Automatic,221968,Like New,15601.56,Model Y
Mercedes,2003,2.3,Petrol,Manual,113831,Used,92452.65,E-Class
Mercedes,2019,1.1,Electric,Automatic,61836,Used,93816.62,C-Class
Honda,2001,3.7,Hybrid,Automatic,294067,Used,19754.74,Fit
BMW,2004,5.3,Hybrid,Manual,255033,Used,8218.17,3 Series
Tesla,2002,5.8,Diesel,Manual,16292,Used,99034.93,Model 3
Mercedes,2008,3.8,Diesel,Automatic,283083,Used,50813.9,GLC
Honda,2019,3.6,Diesel,Manual,243772,Like New,59347.16,Fit
Audi,2005,1.4,Petrol,Automatic,18800,Used,63510.95,A3
Honda,2017,3.7,Diesel,Automatic,56440,Used,80018.5,Accord
Mercedes,2005,2.9,Petrol,Manual,127521,Like New,82138.86,GLA
Ford,2018,4.0,Hybrid,Manual,121327,New,23422.9,Mustang
Ford,2011,2.9,Electric,Manual,49648,Used,27480.49,Fiesta
Tesla,2010,2.2,Hybrid,Manual,291908,Like New,88299.14,Model X
Ford,2001,1.5,Hybrid,Manual,294614,Like New,82854.17,Mustang
Tesla,2014,2.6,Hybrid,Manual,256160,New,63673.84,Model S
Tesla,2011,1.5,Diesel,Automatic,169573,Used,99496.42,Model S
Mercedes,2011,1.9,Diesel,Automatic,57207,Used,74842.47,GLA
Ford,2008,5.9,Diesel,Manual,62157,Used,25504.49,Focus
Tesla,2020,3.2,Electric,Automatic,134288,Like New,85431.19,Model S
BMW,2023,3.7,Diesel,Automatic,153144,Used,44399.6,5 Series
Audi,2001,5.4,Petrol,Automatic,93778,Used,8434.5,Q7
Honda,2021,6.0,Hybrid,Automatic,130016,Used,35535.02,Fit
Honda,2002,3.9,Electric,Manual,124288,Used,77537.37,Fit
Mercedes,2011,5.1,Electric,Automatic,168204,New,96219.59,GLC
Ford,2015,2.6,Electric,Automatic,110573,New,31232.96,Mustang
Ford,2020,2.5,Electric,Manual,120730,New,28419.05,Explorer
Tesla,2023,3.0,Electric,Manual,64186,Used,58543.58,Model Y
Toyota,2000,4.4,Petrol,Manual,267104,Used,82109.97,Camry
Tesla,2020,4.4,Hybrid,Manual,18781,Like New,75919.94,Model 3
Audi,2002,2.6,Electric,Automatic,237677,Like New,58196.1,A3
BMW,2019,1.7,Hybrid,Manual,257506,Like New,64982.02,X5
Honda,2001,4.2,Diesel,Automatic,31126,Used,27999.4,CR-V
Tesla,2008,1.6,Electric,Automatic,238217,New,46094.56,Model X
Toyota,2018,3.9,Electric,Manual,280027,New,29259.73,Camry
Toyota,2014,4.5,Hybrid,Manual,29782,New,89019.71,Camry
Tesla,2017,4.5,Electric,Manual,148051,Used,15692.68,Model X
Mercedes,2010,4.8,Electric,Manual,295890,New,69575.35,E-Class
Honda,2022,5.4,Electric,Manual,261161,Like New,29726.9,Civic
Mercedes,2015,3.5,Petrol,Manual,66266,Like New,50179.85,GLA
BMW,2021,4.7,Petrol,Automatic,56,New,33444.21,X3
Toyota,2016,4.1,Electric,Automatic,293601,Like New,35708.31,Prius
Toyota,2004,1.9,Petrol,Automatic,132773,New,29737.34,Prius
Audi,2011,1.1,Diesel,Automatic,187453,New,76515.33,A3
BMW,2010,2.4,Electric,Manual,181510,Like New,39743.01,X3
Toyota,2014,3.2,Diesel,Manual,80636,Like New,74003.92,RAV4
BMW,2002,4.1,Hybrid,Automatic,66483,Like New,48326.64,5 Series
Honda,2000,5.2,Diesel,Automatic,20505,Like New,56988.37,Accord
Ford,2019,2.0,Hybrid,Automatic,33525,New,56612.31,Focus
Toyota,2015,1.6,Electric,Manual,211474,Like New,97705.95,RAV4
Audi,2001,5.8,Hybrid,Manual,96008,Like New,39870.93,A4
Honda,2001,1.5,Hybrid,Manual,44348,Used,24729.99,Accord
Tesla,2002,3.4,Diesel,Automatic,202259,Like New,91620.23,Model 3
BMW,2007,3.9,Diesel,Automatic,269417,Like New,21609.73,5 Series
Tesla,2023,3.7,Diesel,Manual,206641,New,84270.17,Model 3
Mercedes,2014,1.4,Electric,Manual,134607,New,19270.42,C-Class
Honda,2006,1.3,Electric,Automatic,214096,Used,67578.81,Accord
Tesla,2005,1.5,Diesel,Automatic,107157,Like New,19301.38,Model 3
Toyota,2008,3.9,Electric,Manual,908,Like New,92693.15,Prius
BMW,2019,3.7,Electric,Automatic,252299,Like New,58675.79,X5
Ford,2000,2.2,Hybrid,Manual,201225,Like New,36281.01,Mustang
Honda,2007,4.2,Hybrid,Manual,108352,Like New,18330.66,Accord
Toyota,2022,5.1,Diesel,Automatic,95967,Like New,40263.26,Camry
Audi,2022,1.2,Electric,Automatic,35079,Used,71976.9,A4
Mercedes,2002,3.5,Hybrid,Automatic,212628,Like New,41570.33,GLC
